	G_intestinali_aa	G_muris_aa	G_salmonicida_aa
OG0009978			KAH0576797.1
OG0009979			KAH0576798.1
OG0009980			KAH0576799.1
OG0009981			KAH0576800.1
OG0009982			KAH0576801.1
OG0009983			KAH0576802.1
OG0009984			KAH0576803.1
OG0009985			KAH0576804.1
OG0009986			KAH0576805.1
OG0009987			KAH0576806.1
OG0009988			KAH0576807.1
OG0009989			KAH0576808.1
OG0009990			KAH0576811.1
OG0009991			KAH0576812.1
OG0009992			KAH0576813.1
OG0009993			KAH0576814.1
OG0009994			KAH0576818.1
OG0009995			KAH0576819.1
OG0009996			KAH0576820.1
OG0009997			KAH0576822.1
OG0009998			KAH0576823.1
OG0009999			KAH0576824.1
OG0010000			KAH0576825.1
OG0010001			KAH0576826.1
OG0010002			KAH0576829.1
OG0010003			KAH0576830.1
OG0010004			KAH0576831.1
OG0010005			KAH0576835.1
OG0010006			KAH0576837.1
OG0010007			KAH0576838.1
OG0010008			KAH0576839.1
OG0010009			KAH0576841.1
OG0010010			KAH0576842.1
OG0010011			KAH0576843.1
OG0010012			KAH0576844.1
OG0010013			KAH0576845.1
OG0010014			KAH0576846.1
OG0010015			KAH0576848.1
OG0010016			KAH0576850.1
OG0010017			KAH0576851.1
OG0010018			KAH0576852.1
OG0010019			KAH0576853.1
OG0010020			KAH0576854.1
OG0010021			KAH0576855.1
OG0010022			KAH0576859.1
OG0010023			KAH0576860.1
OG0010024			KAH0576861.1
OG0010025			KAH0576862.1
OG0010026			KAH0576865.1
OG0010027			KAH0576866.1
OG0010028			KAH0576867.1
OG0010029			KAH0576869.1
OG0010030			KAH0576870.1
OG0010031			KAH0576871.1
OG0010032			KAH0576872.1
OG0010033			KAH0576873.1
OG0010034			KAH0576874.1
OG0010035			KAH0576875.1
OG0010036			KAH0576876.1
OG0010037			KAH0576880.1
OG0010038			KAH0576882.1
OG0010039			KAH0576884.1
OG0010040			KAH0576886.1
OG0010041			KAH0576887.1
OG0010042			KAH0576890.1
OG0010043			KAH0576891.1
OG0010044			KAH0576893.1
OG0010045			KAH0576894.1
OG0010046			KAH0576896.1
OG0010047			KAH0576898.1
OG0010048			KAH0576899.1
OG0010049			KAH0576900.1
OG0010050			KAH0576901.1
OG0010051			KAH0576902.1
OG0010052			KAH0576903.1
OG0010053			KAH0576904.1
OG0010054			KAH0576906.1
OG0010055			KAH0576908.1
OG0010056			KAH0576912.1
OG0010057			KAH0576913.1
OG0010058			KAH0576914.1
OG0010059			KAH0576915.1
OG0010060			KAH0576917.1
OG0010061			KAH0576919.1
OG0010062			KAH0576922.1
OG0010063			KAH0576923.1
OG0010064			KAH0576924.1
OG0010065			KAH0576926.1
OG0010066			KAH0576928.1
OG0010067			KAH0576929.1
OG0010068			KAH0576932.1
OG0010069			KAH0576933.1
OG0010070			KAH0576934.1
OG0010071			KAH0576935.1
OG0010072			KAH0576936.1
OG0010073			KAH0576937.1
OG0010074			KAH0576939.1
OG0010075			KAH0576940.1
OG0010076			KAH0576942.1
OG0010077			KAH0576943.1
OG0010078			KAH0576944.1
OG0010079			KAH0576947.1
OG0010080			KAH0576948.1
OG0010081			KAH0576949.1
OG0010082			KAH0576951.1
OG0010083			KAH0576952.1
OG0010084			KAH0576953.1
OG0010085			KAH0576954.1
OG0010086			KAH0576955.1
OG0010087			KAH0576956.1
OG0010088			KAH0576957.1
OG0010089			KAH0576958.1
OG0010090			KAH0576959.1
OG0010091			KAH0576960.1
OG0010092			KAH0576964.1
OG0010093			KAH0576965.1
OG0010094			KAH0576968.1
OG0010095			KAH0576972.1
OG0010096			KAH0576975.1
OG0010097			KAH0576976.1
OG0010098			KAH0576977.1
OG0010099			KAH0576978.1
OG0010100			KAH0576979.1
OG0010101			KAH0576981.1
OG0010102			KAH0576982.1
OG0010103			KAH0576983.1
OG0010104			KAH0576984.1
OG0010105			KAH0576985.1
OG0010106			KAH0576988.1
OG0010107			KAH0576989.1
OG0010108			KAH0576991.1
OG0010109			KAH0576992.1
OG0010110			KAH0576995.1
OG0010111			KAH0576997.1
OG0010112			KAH0576998.1
OG0010113			KAH0576999.1
OG0010114			KAH0577000.1
OG0010115			KAH0577002.1
OG0010116			KAH0577003.1
OG0010117			KAH0577004.1
OG0010118			KAH0577005.1
OG0010119			KAH0577006.1
OG0010120			KAH0577010.1
OG0010121			KAH0577011.1
OG0010122			KAH0577013.1
OG0010123			KAH0577015.1
OG0010124			KAH0577016.1
OG0010125			KAH0577017.1
OG0010126			KAH0577018.1
OG0010127			KAH0577019.1
OG0010128			KAH0577020.1
OG0010129			KAH0577022.1
OG0010130			KAH0577023.1
OG0010131			KAH0577024.1
OG0010132			KAH0577025.1
OG0010133			KAH0577026.1
OG0010134			KAH0577027.1
OG0010135			KAH0577028.1
OG0010136			KAH0577030.1
OG0010137			KAH0577031.1
OG0010138			KAH0577034.1
OG0010139			KAH0577036.1
OG0010140			KAH0577038.1
OG0010141			KAH0577040.1
OG0010142			KAH0577042.1
OG0010143			KAH0577043.1
OG0010144			KAH0577044.1
OG0010145			KAH0577046.1
OG0010146			KAH0577047.1
OG0010147			KAH0577048.1
OG0010148			KAH0577049.1
OG0010149			KAH0577051.1
OG0010150			KAH0577054.1
OG0010151			KAH0577056.1
OG0010152			KAH0577057.1
OG0010153			KAH0577059.1
OG0010154			KAH0577060.1
OG0010155			KAH0577061.1
OG0010156			KAH0577062.1
OG0010157			KAH0577063.1
OG0010158			KAH0577064.1
OG0010159			KAH0577065.1
OG0010160			KAH0577066.1
OG0010161			KAH0577068.1
OG0010162			KAH0577069.1
OG0010163			KAH0577070.1
OG0010164			KAH0577071.1
OG0010165			KAH0577073.1
OG0010166			KAH0577074.1
OG0010167			KAH0577075.1
OG0010168			KAH0577076.1
OG0010169			KAH0577077.1
OG0010170			KAH0577081.1
OG0010171			KAH0577082.1
OG0010172			KAH0577083.1
OG0010173			KAH0577085.1
OG0010174			KAH0577086.1
OG0010175			KAH0577087.1
OG0010176			KAH0577088.1
OG0010177			KAH0577090.1
OG0010178			KAH0577091.1
OG0010179			KAH0577092.1
OG0010180			KAH0577093.1
OG0010181			KAH0577095.1
OG0010182			KAH0577096.1
OG0010183			KAH0577097.1
OG0010184			KAH0577098.1
OG0010185			KAH0577099.1
OG0010186			KAH0577100.1
OG0010187			KAH0577101.1
OG0010188			KAH0577102.1
OG0010189			KAH0577104.1
OG0010190			KAH0577105.1
OG0010191			KAH0577106.1
OG0010192			KAH0577107.1
OG0010193			KAH0577108.1
OG0010194			KAH0577109.1
OG0010195			KAH0577110.1
OG0010196			KAH0577111.1
OG0010197			KAH0577112.1
OG0010198			KAH0577114.1
OG0010199			KAH0577115.1
OG0010200			KAH0577116.1
OG0010201			KAH0577117.1
OG0010202			KAH0577118.1
OG0010203			KAH0577119.1
OG0010204			KAH0577121.1
OG0010205			KAH0577122.1
OG0010206			KAH0577124.1
OG0010207			KAH0577125.1
OG0010208			KAH0577126.1
OG0010209			KAH0577127.1
OG0010210			KAH0577128.1
OG0010211			KAH0577129.1
OG0010212			KAH0577130.1
OG0010213			KAH0577131.1
OG0010214			KAH0577132.1
OG0010215			KAH0577133.1
OG0010216			KAH0577134.1
OG0010217			KAH0577135.1
OG0010218			KAH0577136.1
OG0010219			KAH0577137.1
OG0010220			KAH0577138.1
OG0010221			KAH0577139.1
OG0010222			KAH0577140.1
OG0010223			KAH0577141.1
OG0010224			KAH0577142.1
OG0010225			KAH0577143.1
OG0010226			KAH0577144.1
OG0010227			KAH0577145.1
OG0010228			KAH0577147.1
OG0010229			KAH0577148.1
OG0010230			KAH0577149.1
OG0010231			KAH0577150.1
OG0010232			KAH0577151.1
OG0010233			KAH0577152.1
OG0010234			KAH0577153.1
OG0010235			KAH0577154.1
OG0010236			KAH0577156.1
OG0010237			KAH0577157.1
OG0010238			KAH0577158.1
OG0010239			KAH0577159.1
OG0010240			KAH0577160.1
OG0010241			KAH0577163.1
OG0010242			KAH0577164.1
OG0010243			KAH0577165.1
OG0010244			KAH0577166.1
OG0010245			KAH0577168.1
OG0010246			KAH0577169.1
OG0010247			KAH0577170.1
OG0010248			KAH0577171.1
OG0010249			KAH0577173.1
OG0010250			KAH0577174.1
OG0010251			KAH0577175.1
OG0010252			KAH0577177.1
OG0010253			KAH0577178.1
OG0010254			KAH0577180.1
OG0010255			KAH0577182.1
OG0010256			KAH0577184.1
OG0010257			KAH0577185.1
OG0010258			KAH0577186.1
OG0010259			KAH0577187.1
OG0010260			KAH0577189.1
OG0010261			KAH0577190.1
OG0010262			KAH0577192.1
OG0010263			KAH0577193.1
OG0010264			KAH0577194.1
OG0010265			KAH0577195.1
OG0010266			KAH0577197.1
OG0010267			KAH0577198.1
OG0010268			KAH0577199.1
OG0010269			KAH0577200.1
OG0010270			KAH0577201.1
OG0010271			KAH0577202.1
OG0010272			KAH0577203.1
OG0010273			KAH0577204.1
OG0010274			KAH0577205.1
OG0010275			KAH0577207.1
OG0010276			KAH0577209.1
OG0010277			KAH0577210.1
OG0010278			KAH0577211.1
OG0010279			KAH0577213.1
OG0010280			KAH0577214.1
OG0010281			KAH0577215.1
OG0010282			KAH0577216.1
OG0010283			KAH0577217.1
OG0010284			KAH0577218.1
OG0010285			KAH0577219.1
OG0010286			KAH0577221.1
OG0010287			KAH0577222.1
OG0010288			KAH0577225.1
OG0010289			KAH0577226.1
OG0010290			KAH0577227.1
OG0010291			KAH0577228.1
OG0010292			KAH0577229.1
OG0010293			KAH0577230.1
OG0010294			KAH0577231.1
OG0010295			KAH0577232.1
OG0010296			KAH0577234.1
OG0010297			KAH0577237.1
OG0010298			KAH0577239.1
OG0010299			KAH0577241.1
OG0010300			KAH0577242.1
OG0010301			KAH0577243.1
OG0010302			KAH0577244.1
OG0010303			KAH0577245.1
OG0010304			KAH0577247.1
OG0010305			KAH0577248.1
OG0010306			KAH0577249.1
OG0010307			KAH0577250.1
OG0010308			KAH0577251.1
OG0010309			KAH0577253.1
OG0010310			KAH0577254.1
OG0010311			KAH0577257.1
OG0010312			KAH0577259.1
OG0010313			KAH0577260.1
OG0010314			KAH0577261.1
OG0010315			KAH0577262.1
OG0010316			KAH0577263.1
OG0010317			KAH0577264.1
OG0010318			KAH0577266.1
OG0010319			KAH0577267.1
OG0010320			KAH0577268.1
OG0010321			KAH0577269.1
OG0010322			KAH0577271.1
OG0010323			KAH0577273.1
OG0010324			KAH0577274.1
OG0010325			KAH0577276.1
OG0010326			KAH0577278.1
OG0010327			KAH0577280.1
OG0010328			KAH0577281.1
OG0010329			KAH0577282.1
OG0010330			KAH0577284.1
OG0010331			KAH0577286.1
OG0010332			KAH0577287.1
OG0010333			KAH0577288.1
OG0010334			KAH0577290.1
OG0010335			KAH0577292.1
OG0010336			KAH0577293.1
OG0010337			KAH0577294.1
OG0010338			KAH0577295.1
OG0010339			KAH0577296.1
OG0010340			KAH0577297.1
OG0010341			KAH0577299.1
OG0010342			KAH0577300.1
OG0010343			KAH0577301.1
OG0010344			KAH0577302.1
OG0010345			KAH0577303.1
OG0010346			KAH0577304.1
OG0010347			KAH0577306.1
OG0010348			KAH0577307.1
OG0010349			KAH0577308.1
OG0010350			KAH0577309.1
OG0010351			KAH0577310.1
OG0010352			KAH0577311.1
OG0010353			KAH0577312.1
OG0010354			KAH0577313.1
OG0010355			KAH0577314.1
OG0010356			KAH0577315.1
OG0010357			KAH0577317.1
OG0010358			KAH0577318.1
OG0010359			KAH0577319.1
OG0010360			KAH0577320.1
OG0010361			KAH0577321.1
OG0010362			KAH0577322.1
OG0010363			KAH0577323.1
OG0010364			KAH0577324.1
OG0010365			KAH0577325.1
OG0010366			KAH0577327.1
OG0010367			KAH0577328.1
OG0010368			KAH0577329.1
OG0010369			KAH0577330.1
OG0010370			KAH0577331.1
OG0010371			KAH0577333.1
OG0010372			KAH0577334.1
OG0010373			KAH0577335.1
OG0010374			KAH0577336.1
OG0010375			KAH0577337.1
OG0010376			KAH0577338.1
OG0010377			KAH0577339.1
OG0010378			KAH0577340.1
OG0010379			KAH0577341.1
OG0010380			KAH0577342.1
OG0010381			KAH0577343.1
OG0010382			KAH0577346.1
OG0010383			KAH0577347.1
OG0010384			KAH0577349.1
OG0010385			KAH0577350.1
OG0010386			KAH0577351.1
OG0010387			KAH0577352.1
OG0010388			KAH0577353.1
OG0010389			KAH0577354.1
OG0010390			KAH0577355.1
OG0010391			KAH0577356.1
OG0010392			KAH0577357.1
OG0010393			KAH0577358.1
OG0010394			KAH0577360.1
OG0010395			KAH0577361.1
OG0010396			KAH0577362.1
OG0010397			KAH0577363.1
OG0010398			KAH0577364.1
OG0010399			KAH0577365.1
OG0010400			KAH0577366.1
OG0010401			KAH0577367.1
OG0010402			KAH0577368.1
OG0010403			KAH0577369.1
OG0010404			KAH0577370.1
OG0010405			KAH0577373.1
OG0010406			KAH0577374.1
OG0010407			KAH0577375.1
OG0010408			KAH0577376.1
OG0010409			KAH0577377.1
OG0010410			KAH0577378.1
OG0010411			KAH0577379.1
OG0010412			KAH0577380.1
OG0010413			KAH0577381.1
OG0010414			KAH0577382.1
OG0010415			KAH0577383.1
OG0010416			KAH0577386.1
OG0010417			KAH0577387.1
OG0010418			KAH0577388.1
OG0010419			KAH0577389.1
OG0010420			KAH0577390.1
OG0010421			KAH0577391.1
OG0010422			KAH0577392.1
OG0010423			KAH0577393.1
OG0010424			KAH0577394.1
OG0010425			KAH0577395.1
OG0010426			KAH0577396.1
OG0010427			KAH0577399.1
OG0010428			KAH0577400.1
OG0010429			KAH0577401.1
OG0010430			KAH0577402.1
OG0010431			KAH0577403.1
OG0010432			KAH0577406.1
OG0010433			KAH0577407.1
OG0010434			KAH0577408.1
OG0010435			KAH0577409.1
OG0010436			KAH0577410.1
OG0010437			KAH0577411.1
OG0010438			KAH0577413.1
OG0010439			KAH0577414.1
OG0010440			KAH0577415.1
OG0010441			KAH0577416.1
OG0010442			KAH0577417.1
OG0010443			KAH0577418.1
OG0010444			KAH0577419.1
OG0010445			KAH0577420.1
OG0010446			KAH0577421.1
OG0010447			KAH0577422.1
OG0010448			KAH0577423.1
OG0010449			KAH0577425.1
OG0010450			KAH0577426.1
OG0010451			KAH0577427.1
OG0010452			KAH0577428.1
OG0010453			KAH0577429.1
OG0010454			KAH0577430.1
OG0010455			KAH0577431.1
OG0010456			KAH0577432.1
OG0010457			KAH0577433.1
OG0010458			KAH0577435.1
OG0010459			KAH0577436.1
OG0010460			KAH0577437.1
OG0010461			KAH0577438.1
OG0010462			KAH0577439.1
OG0010463			KAH0577440.1
OG0010464			KAH0577441.1
OG0010465			KAH0577442.1
OG0010466			KAH0577443.1
OG0010467			KAH0577445.1
OG0010468			KAH0577447.1
OG0010469			KAH0577449.1
OG0010470			KAH0577451.1
OG0010471			KAH0577452.1
OG0010472			KAH0577453.1
OG0010473			KAH0577454.1
OG0010474			KAH0577456.1
OG0010475			KAH0577457.1
OG0010476			KAH0577458.1
OG0010477			KAH0577459.1
OG0010478			KAH0577461.1
OG0010479			KAH0577462.1
OG0010480			KAH0577463.1
OG0010481			KAH0577464.1
OG0010482			KAH0577467.1
OG0010483			KAH0577469.1
OG0010484			KAH0577470.1
OG0010485			KAH0577471.1
OG0010486			KAH0577472.1
OG0010487			KAH0577473.1
OG0010488			KAH0577474.1
OG0010489			KAH0577475.1
OG0010490			KAH0577476.1
OG0010491			KAH0577477.1
OG0010492			KAH0577478.1
OG0010493			KAH0577479.1
OG0010494			KAH0577481.1
OG0010495			KAH0577482.1
OG0010496			KAH0577483.1
OG0010497			KAH0577484.1
OG0010498			KAH0577486.1
OG0010499			KAH0577488.1
OG0010500			KAH0577489.1
OG0010501			KAH0577490.1
OG0010502			KAH0577491.1
OG0010503			KAH0577492.1
OG0010504			KAH0577493.1
OG0010505			KAH0577495.1
OG0010506			KAH0577497.1
OG0010507			KAH0577498.1
OG0010508			KAH0577499.1
OG0010509			KAH0577500.1
OG0010510			KAH0577502.1
OG0010511			KAH0577505.1
OG0010512			KAH0577508.1
OG0010513			KAH0577510.1
OG0010514			KAH0577512.1
OG0010515			KAH0577515.1
OG0010516			KAH0577516.1
OG0010517			KAH0577518.1
OG0010518			KAH0577519.1
OG0010519			KAH0577520.1
OG0010520			KAH0577521.1
OG0010521			KAH0577522.1
OG0010522			KAH0577523.1
OG0010523			KAH0577526.1
OG0010524			KAH0577528.1
OG0010525			KAH0577529.1
OG0010526			KAH0577531.1
OG0010527			KAH0577532.1
OG0010528			KAH0577533.1
OG0010529			KAH0577534.1
OG0010530			KAH0577535.1
OG0010531			KAH0577536.1
OG0010532			KAH0577537.1
OG0010533			KAH0577538.1
OG0010534			KAH0577539.1
OG0010535			KAH0577540.1
OG0010536			KAH0577541.1
OG0010537			KAH0577542.1
OG0010538			KAH0577543.1
OG0010539			KAH0577544.1
OG0010540			KAH0577546.1
OG0010541			KAH0577547.1
OG0010542			KAH0577548.1
OG0010543			KAH0577549.1
OG0010544			KAH0577550.1
OG0010545			KAH0577555.1
OG0010546			KAH0577556.1
OG0010547			KAH0577557.1
OG0010548			KAH0577558.1
OG0010549			KAH0577559.1
OG0010550			KAH0577560.1
OG0010551			KAH0577561.1
OG0010552			KAH0577562.1
OG0010553			KAH0577564.1
OG0010554			KAH0577565.1
OG0010555			KAH0577568.1
OG0010556			KAH0577569.1
OG0010557			KAH0577572.1
OG0010558			KAH0577573.1
OG0010559			KAH0577575.1
OG0010560			KAH0577577.1
OG0010561			KAH0577578.1
OG0010562			KAH0577579.1
OG0010563			KAH0577588.1
OG0010564			KAH0577589.1
OG0010565			KAH0577590.1
OG0010566			KAH0577591.1
OG0010567			KAH0577592.1
OG0010568			KAH0577593.1
OG0010569			KAH0577594.1
OG0010570			KAH0577595.1
OG0010571			KAH0577596.1
OG0010572			KAH0577597.1
OG0010573			KAH0577598.1
OG0010574			KAH0577600.1
OG0010575			KAH0577601.1
OG0010576			KAH0577602.1
OG0010577			KAH0577603.1
OG0010578			KAH0577605.1
OG0010579			KAH0577606.1
OG0010580			KAH0577607.1
OG0010581			KAH0577608.1
OG0010582			KAH0577610.1
OG0010583			KAH0577611.1
OG0010584			KAH0577613.1
OG0010585			KAH0577614.1
OG0010586			KAH0577615.1
OG0010587			KAH0577616.1
OG0010588			KAH0577618.1
OG0010589			KAH0577620.1
OG0010590			KAH0577622.1
OG0010591			KAH0577623.1
OG0010592			KAH0577624.1
OG0010593			KAH0577625.1
OG0010594			KAH0577627.1
OG0010595			KAH0577628.1
OG0010596			KAH0577629.1
OG0010597			KAH0577630.1
OG0010598			KAH0577631.1
OG0010599			KAH0577632.1
OG0010600			KAH0577633.1
OG0010601			KAH0577636.1
OG0010602			KAH0577637.1
OG0010603			KAH0577639.1
OG0010604			KAH0577640.1
OG0010605			KAH0577641.1
OG0010606			KAH0577642.1
OG0010607			KAH0577643.1
OG0010608			KAH0577644.1
OG0010609			KAH0577646.1
OG0010610			KAH0577647.1
OG0010611			KAH0577649.1
OG0010612			KAH0577650.1
OG0010613			KAH0577651.1
OG0010614			KAH0577652.1
OG0010615			KAH0577653.1
OG0010616			KAH0577655.1
OG0010617			KAH0577656.1
OG0010618			KAH0577657.1
OG0010619			KAH0577661.1
OG0010620			KAH0577662.1
OG0010621			KAH0577663.1
OG0010622			KAH0577665.1
OG0010623			KAH0577667.1
OG0010624			KAH0577668.1
OG0010625			KAH0577670.1
OG0010626			KAH0577673.1
OG0010627			KAH0577674.1
OG0010628			KAH0577675.1
OG0010629			KAH0577677.1
OG0010630			KAH0577680.1
OG0010631			KAH0577681.1
OG0010632			KAH0577682.1
OG0010633			KAH0577684.1
OG0010634			KAH0577686.1
OG0010635			KAH0577687.1
OG0010636			KAH0577688.1
OG0010637			KAH0577689.1
OG0010638			KAH0577691.1
OG0010639			KAH0577694.1
OG0010640			KAH0577697.1
OG0010641			KAH0577698.1
OG0010642			KAH0577699.1
OG0010643			KAH0577700.1
OG0010644			KAH0577702.1
OG0010645			KAH0577703.1
OG0010646			KAH0577704.1
OG0010647			KAH0577706.1
OG0010648			KAH0577707.1
OG0010649			KAH0577709.1
OG0010650			KAH0577710.1
OG0010651			KAH0577712.1
OG0010652			KAH0577713.1
OG0010653			KAH0577715.1
OG0010654			KAH0577716.1
OG0010655			KAH0577719.1
OG0010656			KAH0577720.1
OG0010657			KAH0577722.1
OG0010658			KAH0577723.1
OG0010659			KAH0577726.1
OG0010660			KAH0577728.1
OG0010661			KAH0577729.1
OG0010662			KAH0577730.1
OG0010663			KAH0577733.1
OG0010664			KAH0577734.1
OG0010665			KAH0577735.1
OG0010666			KAH0577737.1
OG0010667			KAH0577738.1
OG0010668			KAH0577739.1
OG0010669			KAH0577744.1
OG0010670			KAH0577747.1
OG0010671			KAH0577749.1
OG0010672			KAH0577751.1
OG0010673			KAH0577752.1
OG0010674			KAH0577754.1
OG0010675			KAH0577755.1
OG0010676			KAH0577756.1
OG0010677			KAH0577757.1
OG0010678			KAH0577760.1
OG0010679			KAH0577762.1
OG0010680			KAH0577763.1
OG0010681			KAH0577764.1
OG0010682			KAH0577774.1
OG0010683			KAH0577775.1
OG0010684			KAH0577776.1
OG0010685			KAH0577778.1
OG0010686			KAH0577779.1
OG0010687			KAH0577781.1
OG0010688			KAH0577783.1
OG0010689			KAH0577785.1
OG0010690			KAH0577786.1
OG0010691			KAH0577787.1
OG0010692			KAH0577788.1
OG0010693			KAH0577789.1
OG0010694			KAH0577790.1
OG0010695			KAH0577792.1
OG0010696			KAH0577793.1
OG0010697			KAH0577795.1
OG0010698			KAH0577797.1
OG0010699			KAH0577799.1
OG0010700			KAH0577800.1
OG0010701			KAH0577802.1
OG0010702			KAH0577803.1
OG0010703			KAH0577804.1
OG0010704			KAH0577805.1
OG0010705			KAH0577807.1
OG0010706			KAH0577809.1
OG0010707			KAH0577810.1
OG0010708			KAH0577811.1
OG0010709			KAH0577812.1
OG0010710			KAH0577813.1
OG0010711			KAH0577816.1
OG0010712			KAH0577818.1
OG0010713			KAH0577819.1
OG0010714			KAH0577820.1
OG0010715			KAH0577823.1
OG0010716			KAH0577824.1
OG0010717			KAH0577825.1
OG0010718			KAH0577826.1
OG0010719			KAH0577827.1
OG0010720			KAH0577828.1
OG0010721			KAH0577829.1
OG0010722			KAH0577830.1
OG0010723			KAH0577831.1
OG0010724			KAH0577835.1
OG0010725			KAH0577836.1
OG0010726			KAH0577838.1
OG0010727			KAH0577843.1
OG0010728			KAH0577844.1
OG0010729			KAH0577845.1
OG0010730			KAH0577846.1
OG0010731			KAH0577850.1
OG0010732			KAH0577852.1
OG0010733			KAH0577853.1
OG0010734			KAH0577854.1
OG0010735			KAH0577855.1
OG0010736			KAH0577857.1
OG0010737			KAH0577861.1
OG0010738			KAH0577867.1
OG0010739			KAH0577868.1
OG0010740			KAH0577872.1
OG0010741			KAH0577874.1
OG0010742			KAH0577875.1
OG0010743			KAH0577876.1
OG0010744			KAH0577877.1
OG0010745			KAH0577879.1
OG0010746			KAH0577880.1
OG0010747			KAH0577882.1
OG0010748			KAH0577883.1
OG0010749			KAH0577884.1
OG0010750			KAH0577885.1
OG0010751			KAH0577887.1
OG0010752			KAH0577889.1
OG0010753			KAH0577892.1
OG0010754			KAH0577894.1
OG0010755			KAH0577895.1
OG0010756			KAH0577896.1
OG0010757			KAH0577898.1
OG0010758			KAH0577900.1
OG0010759			KAH0577902.1
OG0010760			KAH0577903.1
OG0010761			KAH0577906.1
OG0010762			KAH0577907.1
OG0010763			KAH0577908.1
OG0010764			KAH0577909.1
OG0010765			KAH0577910.1
OG0010766			KAH0577911.1
OG0010767			KAH0577912.1
OG0010768			KAH0577914.1
OG0010769			KAH0577917.1
OG0010770			KAH0577918.1
OG0010771			KAH0577922.1
OG0010772			KAH0577923.1
OG0010773			KAH0577924.1
OG0010774			KAH0577925.1
OG0010775			KAH0577926.1
OG0010776			KAH0577927.1
OG0010777			KAH0577928.1
